id,exam_id,question_id,randomized_order,randomized_option_order,selected_answer_option_id,is_correct,response_time_seconds,selected_option_ids,max_score,earned_score
24,3,1359,1,"[""5435"",""5434"",""5436"",""5433""]",5433,true,79,"[""5433""]",15,15
25,3,1360,2,"[""5439"",""5438"",""5440"",""5437""]",5437,true,51,"[""5437"",""5438"",""5439""]",5,5
26,3,1365,3,"[""5459"",""5460"",""5457"",""5458""]",5460,false,29,"[""5460""]",15,0
27,3,1370,4,"[""5477"",""5480"",""5478"",""5479""]",5477,true,47,"[""5477""]",10,10
28,3,1349,5,"[""5394"",""5396"",""5393"",""5395""]",5393,true,77,"[""5393""]",10,10
29,3,1369,6,"[""5473"",""5476"",""5474"",""5475""]",5476,false,104,"[""5476""]",5,0
30,3,1353,7,"[""5409"",""5411"",""5410"",""5412""]",5409,true,80,"[""5409""]",15,15
31,3,1352,8,"[""5405"",""5406"",""5408"",""5407""]",5407,false,82,"[""5407""]",10,0
32,3,1351,9,"[""5404"",""5401"",""5402"",""5403""]",5401,true,118,"[""5401"",""5402"",""5403""]",5,5
33,4,1362,0,"[""5445"",""5448"",""5447"",""5446""]",5446,false,110,"[""5446""]",15,0
34,4,1360,1,"[""5438"",""5439"",""5440"",""5437""]",5437,true,98,"[""5437"",""5438"",""5439""]",5,5
35,4,1364,2,"[""5454"",""5455"",""5453"",""5456""]",5453,true,103,"[""5453""]",10,10
36,4,1366,3,"[""5461"",""5463"",""5464"",""5462""]",5461,true,70,"[""5461"",""5462"",""5463""]",5,5
37,4,1351,4,"[""5402"",""5403"",""5404"",""5401""]",5401,true,55,"[""5401"",""5402"",""5403""]",5,5
38,4,1356,5,"[""5421"",""5423"",""5422"",""5424""]",5422,false,110,"[""5422""]",15,0
39,4,1352,6,"[""5405"",""5408"",""5407"",""5406""]",5408,false,108,"[""5408""]",10,0
40,4,1365,7,"[""5457"",""5459"",""5458"",""5460""]",5460,false,53,"[""5460""]",15,0
41,4,1350,8,"[""5397"",""5399"",""5400"",""5398""]",5397,true,105,"[""5397""]",15,15
42,4,1349,9,"[""5396"",""5395"",""5394"",""5393""]",5393,true,119,"[""5393""]",10,10
43,4,1361,10,"[""5444"",""5443"",""5441"",""5442""]",5441,true,119,"[""5441""]",10,10
44,4,1363,11,"[""5451"",""5450"",""5449"",""5452""]",5449,true,100,"[""5449"",""5450"",""5451""]",5,5
45,4,1367,12,"[""5467"",""5468"",""5466"",""5465""]",5465,true,30,"[""5465""]",10,10
46,4,1353,13,"[""5411"",""5410"",""5409"",""5412""]",5411,false,58,"[""5411""]",15,0
47,5,1371,0,"[""5483"",""5484"",""5482"",""5481""]",5481,true,107,"[""5481""]",15,15
48,5,1358,1,"[""5429"",""5432"",""5430"",""5431""]",5432,false,36,"[""5432""]",10,0
49,5,1354,2,"[""5414"",""5413"",""5415"",""5416""]",5413,true,32,"[""5413"",""5414"",""5415""]",5,5
50,5,1357,3,"[""5426"",""5428"",""5427"",""5425""]",5425,true,76,"[""5425"",""5426"",""5427""]",5,5
51,5,1349,4,"[""5396"",""5395"",""5394"",""5393""]",5393,true,99,"[""5393""]",10,10
52,5,1363,5,"[""5450"",""5451"",""5452"",""5449""]",5449,true,41,"[""5449"",""5450"",""5451""]",5,5
53,5,1365,6,"[""5459"",""5458"",""5457"",""5460""]",5460,false,106,"[""5460""]",15,0
54,5,1359,7,"[""5435"",""5433"",""5434"",""5436""]",5433,true,75,"[""5433""]",15,15
55,5,1352,8,"[""5406"",""5407"",""5408"",""5405""]",5406,false,26,"[""5406""]",10,0
56,5,1356,9,"[""5422"",""5421"",""5424"",""5423""]",5421,true,89,"[""5421""]",15,15
57,5,1360,10,"[""5439"",""5438"",""5437"",""5440""]",5440,false,36,"[""5440""]",5,0
58,5,1353,11,"[""5409"",""5411"",""5410"",""5412""]",5409,true,45,"[""5409""]",15,15
59,6,9400,0,"[""37599"",""37600"",""37597"",""37598""]",37597,true,69,"[""37597"",""37598""]",5,5
60,6,9397,1,"[""37587"",""37585"",""37586"",""37588""]",37585,true,112,"[""37585"",""37586""]",5,5
61,6,9412,2,"[""37646"",""37647"",""37648"",""37645""]",37647,false,89,"[""37647""]",10,0
62,6,9425,3,"[""37698"",""37700"",""37697"",""37699""]",37700,false,53,"[""37700""]",15,0
63,6,9401,4,"[""37602"",""37603"",""37601"",""37604""]",37601,true,38,"[""37601"",""37602""]",5,5
64,6,9399,5,"[""37595"",""37593"",""37594"",""37596""]",37595,false,24,"[""37595""]",5,0
65,6,9417,6,"[""37666"",""37667"",""37665"",""37668""]",37665,true,94,"[""37665""]",10,10
66,6,9415,7,"[""37660"",""37657"",""37659"",""37658""]",37660,false,55,"[""37660""]",10,0
67,6,9419,8,"[""37674"",""37673"",""37676"",""37675""]",37675,false,82,"[""37675""]",15,0
68,6,9398,9,"[""37591"",""37590"",""37589"",""37592""]",37592,false,59,"[""37592""]",5,0
69,6,9406,10,"[""37623"",""37621"",""37624"",""37622""]",37621,true,73,"[""37621""]",10,10
70,6,9402,11,"[""37607"",""37606"",""37605"",""37608""]",37605,true,100,"[""37605""]",10,10
71,6,9411,12,"[""37644"",""37642"",""37641"",""37643""]",37644,false,87,"[""37644""]",10,0
72,7,6847,0,"[""27387"",""27388"",""27385"",""27386""]",27385,true,16,"[""27385""]",10,10
73,7,6852,1,"[""27406"",""27405"",""27407"",""27408""]",27408,false,32,"[""27408""]",10,0
74,7,6861,2,"[""27443"",""27444"",""27441"",""27442""]",27443,false,51,"[""27443""]",15,0
75,7,6842,3,"[""27368"",""27367"",""27365"",""27366""]",27365,true,32,"[""27365"",""27366"",""27367""]",5,5
76,7,6850,4,"[""27397"",""27400"",""27398"",""27399""]",27399,false,77,"[""27399""]",10,0
77,7,6851,5,"[""27404"",""27401"",""27402"",""27403""]",27402,false,113,"[""27402""]",10,0
78,7,6855,6,"[""27417"",""27419"",""27418"",""27420""]",27418,false,72,"[""27418""]",10,0
79,7,6838,7,"[""27351"",""27350"",""27352"",""27349""]",27349,true,106,"[""27349"",""27350"",""27351""]",5,5
80,7,6868,8,"[""27471"",""27472"",""27469"",""27470""]",27472,false,98,"[""27472""]",15,0
81,7,6839,9,"[""27355"",""27353"",""27356"",""27354""]",27353,true,49,"[""27353"",""27354"",""27356""]",5,5
82,7,6859,10,"[""27435"",""27433"",""27434"",""27436""]",27433,true,90,"[""27433""]",10,10
83,8,8069,0,"[""32276"",""32274"",""32275"",""32273""]",32273,true,41,"[""32273""]",10,10
84,8,8082,1,"[""32327"",""32325"",""32328"",""32326""]",32325,true,114,"[""32325""]",15,15
85,8,8086,2,"[""32341"",""32342"",""32344"",""32343""]",32341,true,120,"[""32341""]",15,15
86,8,8074,3,"[""32293"",""32294"",""32296"",""32295""]",32293,true,51,"[""32293""]",10,10
87,8,8079,4,"[""32313"",""32315"",""32316"",""32314""]",32313,true,76,"[""32313""]",10,10
88,8,8066,5,"[""32263"",""32261"",""32264"",""32262""]",32261,true,68,"[""32261""]",10,10
89,8,8078,6,"[""32311"",""32312"",""32310"",""32309""]",32311,false,89,"[""32311""]",10,0
90,8,8056,7,"[""32221"",""32222"",""32224"",""32223""]",32221,true,28,"[""32221"",""32222"",""32223""]",5,5
91,8,8068,8,"[""32271"",""32269"",""32272"",""32270""]",32269,true,18,"[""32269""]",10,10
92,8,8059,9,"[""32236"",""32234"",""32233"",""32235""]",32233,true,73,"[""32233"",""32234"",""32235""]",5,5
93,8,8057,10,"[""32228"",""32225"",""32227"",""32226""]",32225,true,116,"[""32225"",""32226"",""32227""]",5,5
94,8,8060,11,"[""32237"",""32239"",""32238"",""32240""]",32237,true,37,"[""32237"",""32238"",""32239""]",5,5
95,8,8076,12,"[""32303"",""32304"",""32302"",""32301""]",32301,true,50,"[""32301""]",10,10
96,8,8061,13,"[""32243"",""32241"",""32242"",""32244""]",32241,true,91,"[""32241"",""32242"",""32243""]",5,5
97,9,8061,0,"[""32241"",""32243"",""32242"",""32244""]",32241,true,71,"[""32241"",""32242"",""32243""]",5,5
98,9,8075,1,"[""32298"",""32299"",""32297"",""32300""]",32297,true,31,"[""32297""]",10,10
99,9,8058,2,"[""32231"",""32229"",""32230"",""32232""]",32229,true,29,"[""32229"",""32230"",""32231""]",5,5
100,9,8087,3,"[""32347"",""32345"",""32346"",""32348""]",32345,true,119,"[""32345""]",15,15
101,9,8063,4,"[""32252"",""32250"",""32249"",""32251""]",32249,true,42,"[""32249"",""32250"",""32251""]",5,5
102,9,8079,5,"[""32316"",""32315"",""32314"",""32313""]",32313,true,35,"[""32313""]",10,10
103,9,8067,6,"[""32268"",""32266"",""32267"",""32265""]",32265,true,90,"[""32265""]",10,10
104,9,8072,7,"[""32287"",""32286"",""32288"",""32285""]",32288,false,70,"[""32288""]",10,0
105,9,8080,8,"[""32320"",""32317"",""32319"",""32318""]",32317,true,33,"[""32317""]",15,15
106,9,8069,9,"[""32275"",""32273"",""32276"",""32274""]",32275,false,71,"[""32275""]",10,0
107,9,8062,10,"[""32246"",""32247"",""32245"",""32248""]",32245,true,52,"[""32245"",""32246"",""32247""]",5,5
108,10,8060,0,"[""32239"",""32238"",""32237"",""32240""]",32237,true,82,"[""32237"",""32238"",""32239""]",5,5
109,10,8067,1,"[""32265"",""32266"",""32267"",""32268""]",32267,false,89,"[""32267""]",10,0
110,10,8059,2,"[""32235"",""32234"",""32236"",""32233""]",32233,true,83,"[""32233"",""32234"",""32235""]",5,5
111,10,8057,3,"[""32228"",""32225"",""32226"",""32227""]",32225,true,27,"[""32225"",""32226"",""32227""]",5,5
112,10,8070,4,"[""32280"",""32279"",""32277"",""32278""]",32277,true,113,"[""32277""]",10,10
113,10,8077,5,"[""32308"",""32306"",""32305"",""32307""]",32305,true,99,"[""32305""]",10,10
114,10,8073,6,"[""32290"",""32291"",""32292"",""32289""]",32289,true,40,"[""32289""]",10,10
115,10,8078,7,"[""32309"",""32312"",""32311"",""32310""]",32309,true,115,"[""32309""]",10,10
116,10,8085,8,"[""32337"",""32338"",""32340"",""32339""]",32337,true,114,"[""32337""]",15,15
117,10,8086,9,"[""32344"",""32343"",""32342"",""32341""]",32341,true,35,"[""32341""]",15,15
118,10,8074,10,"[""32293"",""32294"",""32295"",""32296""]",32293,true,22,"[""32293""]",10,10
119,10,8063,11,"[""32250"",""32252"",""32249"",""32251""]",32249,true,51,"[""32249"",""32250"",""32251""]",5,5
120,11,935,0,"[""3739"",""3738"",""3740"",""3737""]",3737,true,21,"[""3737""]",15,15
121,11,930,1,"[""3720"",""3719"",""3718"",""3717""]",3717,true,38,"[""3717""]",10,10
122,11,915,2,"[""3658"",""3659"",""3660"",""3657""]",3657,true,107,"[""3657"",""3658"",""3659""]",5,5
123,11,925,3,"[""3700"",""3697"",""3698"",""3699""]",3697,true,18,"[""3697""]",10,10
124,11,916,4,"[""3664"",""3662"",""3661"",""3663""]",3661,true,75,"[""3661"",""3662"",""3663""]",5,5
125,11,929,5,"[""3715"",""3714"",""3713"",""3716""]",3714,false,47,"[""3714""]",10,0
126,11,938,6,"[""3750"",""3751"",""3749"",""3752""]",3749,true,55,"[""3749""]",15,15
127,11,919,7,"[""3674"",""3673"",""3675"",""3676""]",3673,true,67,"[""3673""]",10,10
128,11,922,8,"[""3686"",""3687"",""3685"",""3688""]",3685,true,56,"[""3685""]",10,10
129,11,924,9,"[""3695"",""3696"",""3694"",""3693""]",3694,false,93,"[""3694""]",10,0
130,11,921,10,"[""3681"",""3684"",""3682"",""3683""]",3681,true,53,"[""3681""]",10,10
131,11,928,11,"[""3711"",""3712"",""3710"",""3709""]",3711,false,17,"[""3711""]",10,0
132,11,920,12,"[""3680"",""3677"",""3678"",""3679""]",3677,true,115,"[""3677""]",10,10
133,12,5505,0,"[""22017"",""22020"",""22019"",""22018""]",22017,true,44,"[""22017""]",10,10
134,12,5500,1,"[""21998"",""21999"",""22000"",""21997""]",21997,true,115,"[""21997""]",10,10
135,12,5518,2,"[""22069"",""22072"",""22070"",""22071""]",22069,true,86,"[""22069""]",15,15
136,12,5508,3,"[""22030"",""22032"",""22031"",""22029""]",22032,false,60,"[""22032""]",10,0
137,12,5504,4,"[""22016"",""22013"",""22015"",""22014""]",22013,true,81,"[""22013""]",10,10
138,12,5497,5,"[""21987"",""21985"",""21988"",""21986""]",21985,true,15,"[""21985""]",10,10
139,12,5511,6,"[""22043"",""22041"",""22042"",""22044""]",22041,true,106,"[""22041"",""22042"",""22044""]",5,5
140,12,5494,7,"[""21976"",""21975"",""21973"",""21974""]",21973,true,60,"[""21973""]",15,15
141,12,5493,8,"[""21969"",""21970"",""21972"",""21971""]",21969,true,110,"[""21969""]",10,10
142,12,5515,9,"[""22060"",""22059"",""22057"",""22058""]",22057,true,84,"[""22057"",""22058"",""22060""]",5,5
143,12,5501,10,"[""22004"",""22002"",""22003"",""22001""]",22001,true,115,"[""22001""]",10,10
144,12,5495,11,"[""21978"",""21977"",""21980"",""21979""]",21979,false,60,"[""21979""]",5,0
145,12,5496,12,"[""21981"",""21983"",""21982"",""21984""]",21981,true,80,"[""21981""]",10,10
146,12,5522,13,"[""22088"",""22087"",""22085"",""22086""]",22087,false,70,"[""22087""]",15,0
147,13,3542,0,"[""14166"",""14165"",""14168"",""14167""]",14165,true,112,"[""14165"",""14166""]",5,5
148,13,3524,1,"[""14094"",""14096"",""14093"",""14095""]",14093,true,21,"[""14093""]",10,10
149,13,3553,2,"[""14209"",""14210"",""14212"",""14211""]",14210,false,95,"[""14210""]",15,0
150,13,3535,3,"[""14137"",""14138"",""14139"",""14140""]",14140,false,112,"[""14140""]",10,0
151,13,3541,4,"[""14164"",""14162"",""14161"",""14163""]",14161,true,17,"[""14161""]",15,15
152,13,3534,5,"[""14134"",""14135"",""14133"",""14136""]",14133,true,85,"[""14133"",""14134""]",5,5
153,13,3531,6,"[""14123"",""14121"",""14122"",""14124""]",14123,false,92,"[""14123""]",10,0
154,13,3546,7,"[""14183"",""14182"",""14184"",""14181""]",14181,true,87,"[""14181"",""14182""]",5,5
155,13,3523,8,"[""14089"",""14092"",""14091"",""14090""]",14089,true,95,"[""14089""]",10,10
156,13,3551,9,"[""14201"",""14203"",""14204"",""14202""]",14202,false,93,"[""14202""]",10,0
157,14,3527,0,"[""14105"",""14108"",""14107"",""14106""]",14105,true,72,"[""14105""]",10,10
158,14,3553,1,"[""14210"",""14211"",""14212"",""14209""]",14212,false,99,"[""14212""]",15,0
159,14,3536,2,"[""14143"",""14141"",""14142"",""14144""]",14141,true,15,"[""14141""]",10,10
160,14,3535,3,"[""14138"",""14140"",""14137"",""14139""]",14137,true,63,"[""14137""]",10,10
161,14,3531,4,"[""14124"",""14123"",""14121"",""14122""]",14124,false,93,"[""14124""]",10,0
162,14,3542,5,"[""14167"",""14165"",""14166"",""14168""]",14165,true,104,"[""14165"",""14166""]",5,5
163,14,3548,6,"[""14192"",""14190"",""14189"",""14191""]",14189,true,88,"[""14189""]",10,10
164,14,3533,7,"[""14131"",""14130"",""14129"",""14132""]",14131,false,48,"[""14131""]",15,0
165,14,3524,8,"[""14095"",""14093"",""14096"",""14094""]",14096,false,87,"[""14096""]",10,0
166,14,3539,9,"[""14153"",""14156"",""14155"",""14154""]",14153,true,104,"[""14153""]",10,10
167,14,3529,10,"[""14116"",""14114"",""14115"",""14113""]",14115,false,42,"[""14115""]",15,0
168,15,3549,0,"[""14194"",""14193"",""14196"",""14195""]",14196,false,102,"[""14196""]",15,0
169,15,3523,1,"[""14090"",""14089"",""14092"",""14091""]",14089,true,36,"[""14089""]",10,10
170,15,3551,2,"[""14201"",""14202"",""14204"",""14203""]",14201,true,100,"[""14201""]",10,10
171,15,3538,3,"[""14150"",""14149"",""14151"",""14152""]",14149,true,62,"[""14149"",""14150""]",5,5
172,15,3547,4,"[""14186"",""14185"",""14188"",""14187""]",14188,false,17,"[""14188""]",10,0
173,15,3553,5,"[""14211"",""14212"",""14210"",""14209""]",14212,false,41,"[""14212""]",15,0
174,15,3525,6,"[""14098"",""14100"",""14097"",""14099""]",14097,true,98,"[""14097""]",15,15
175,15,3540,7,"[""14160"",""14157"",""14159"",""14158""]",14157,true,64,"[""14157""]",10,10
176,15,3544,8,"[""14173"",""14175"",""14176"",""14174""]",14174,false,90,"[""14174""]",10,0
177,15,3543,9,"[""14170"",""14172"",""14169"",""14171""]",14170,false,35,"[""14170""]",10,0
178,16,3545,0,"[""14178"",""14179"",""14177"",""14180""]",14177,true,43,"[""14177""]",15,15
179,16,3553,1,"[""14210"",""14211"",""14212"",""14209""]",14209,true,111,"[""14209""]",15,15
180,16,3541,2,"[""14163"",""14164"",""14162"",""14161""]",14162,false,70,"[""14162""]",15,0
181,16,3550,3,"[""14197"",""14200"",""14198"",""14199""]",14197,true,98,"[""14197"",""14198""]",5,5
182,16,3524,4,"[""14095"",""14094"",""14096"",""14093""]",14093,true,106,"[""14093""]",10,10
183,16,3532,5,"[""14125"",""14127"",""14126"",""14128""]",14125,true,21,"[""14125""]",10,10
184,16,3531,6,"[""14123"",""14122"",""14124"",""14121""]",14121,true,97,"[""14121""]",10,10
185,16,3552,7,"[""14207"",""14206"",""14208"",""14205""]",14205,true,28,"[""14205""]",10,10
186,16,3539,8,"[""14156"",""14153"",""14154"",""14155""]",14153,true,49,"[""14153""]",10,10
187,16,3533,9,"[""14130"",""14129"",""14131"",""14132""]",14129,true,92,"[""14129""]",15,15
188,16,3543,10,"[""14172"",""14171"",""14170"",""14169""]",14169,true,61,"[""14169""]",10,10
189,17,3522,0,"[""14087"",""14086"",""14085"",""14088""]",14085,true,68,"[""14085"",""14086""]",5,5
190,17,3547,1,"[""14187"",""14188"",""14186"",""14185""]",14185,true,74,"[""14185""]",10,10
191,17,3548,2,"[""14189"",""14190"",""14191"",""14192""]",14189,true,65,"[""14189""]",10,10
192,17,3529,3,"[""14114"",""14113"",""14115"",""14116""]",14114,false,36,"[""14114""]",15,0
193,17,3531,4,"[""14124"",""14122"",""14121"",""14123""]",14121,true,105,"[""14121""]",10,10
194,17,3533,5,"[""14130"",""14132"",""14131"",""14129""]",14129,true,88,"[""14129""]",15,15
195,17,3541,6,"[""14162"",""14163"",""14164"",""14161""]",14161,true,50,"[""14161""]",15,15
196,17,3523,7,"[""14091"",""14092"",""14089"",""14090""]",14089,true,41,"[""14089""]",10,10
197,17,3535,8,"[""14137"",""14139"",""14140"",""14138""]",14138,false,89,"[""14138""]",10,0
198,17,3543,9,"[""14172"",""14170"",""14171"",""14169""]",14169,true,95,"[""14169""]",10,10
199,17,3524,10,"[""14094"",""14096"",""14093"",""14095""]",14093,true,25,"[""14093""]",10,10
200,17,3527,11,"[""14107"",""14105"",""14106"",""14108""]",14105,true,66,"[""14105""]",10,10
201,18,5045,0,"[""20178"",""20180"",""20179"",""20177""]",20177,true,97,"[""20177""]",10,10
202,18,5048,1,"[""20189"",""20192"",""20191"",""20190""]",20189,true,45,"[""20189"",""20190"",""20192""]",5,5
203,18,5055,2,"[""20220"",""20219"",""20218"",""20217""]",20220,false,26,"[""20220""]",15,0
204,18,5044,3,"[""20174"",""20173"",""20175"",""20176""]",20173,true,88,"[""20173"",""20174"",""20176""]",5,5
205,18,5038,4,"[""20152"",""20151"",""20149"",""20150""]",20149,true,63,"[""20149""]",10,10
206,18,5031,5,"[""20124"",""20123"",""20122"",""20121""]",20124,false,76,"[""20124""]",15,0
207,18,5058,6,"[""20231"",""20229"",""20232"",""20230""]",20230,false,103,"[""20230""]",15,0
208,18,5051,7,"[""20204"",""20201"",""20203"",""20202""]",20201,true,18,"[""20201""]",15,15
209,18,5053,8,"[""20211"",""20210"",""20212"",""20209""]",20210,false,83,"[""20210""]",10,0
210,18,5052,9,"[""20207"",""20208"",""20206"",""20205""]",20205,true,36,"[""20205"",""20206"",""20208""]",5,5
211,18,5029,10,"[""20115"",""20114"",""20116"",""20113""]",20113,true,43,"[""20113""]",10,10
212,18,5037,11,"[""20145"",""20146"",""20147"",""20148""]",20145,true,114,"[""20145""]",10,10
213,18,5034,12,"[""20134"",""20135"",""20133"",""20136""]",20133,true,41,"[""20133""]",10,10
214,19,354,0,"[""1415"",""1413"",""1414"",""1416""]",1413,true,89,"[""1413""]",10,10
215,19,368,1,"[""1472"",""1470"",""1471"",""1469""]",1469,true,55,"[""1469"",""1470"",""1471""]",5,5
216,19,346,2,"[""1382"",""1383"",""1384"",""1381""]",1382,false,93,"[""1382""]",10,0
217,19,386,3,"[""1542"",""1541"",""1543"",""1544""]",1544,false,84,"[""1544""]",15,0
218,19,358,4,"[""1432"",""1431"",""1429"",""1430""]",1429,true,75,"[""1429""]",10,10
219,19,359,5,"[""1435"",""1436"",""1433"",""1434""]",1434,false,118,"[""1434""]",15,0
220,19,377,6,"[""1505"",""1508"",""1506"",""1507""]",1507,false,65,"[""1507""]",10,0
221,19,363,7,"[""1451"",""1450"",""1449"",""1452""]",1452,false,29,"[""1452""]",15,0
222,19,343,8,"[""1372"",""1370"",""1371"",""1369""]",1369,true,107,"[""1369""]",15,15
223,19,373,9,"[""1490"",""1491"",""1492"",""1489""]",1490,false,87,"[""1490""]",10,0
224,19,381,10,"[""1521"",""1523"",""1522"",""1524""]",1524,false,102,"[""1524""]",10,0
225,19,345,11,"[""1378"",""1380"",""1379"",""1377""]",1377,true,62,"[""1377""]",10,10
226,20,934,0,"[""3736"",""3734"",""3733"",""3735""]",3733,true,37,"[""3733""]",15,15
227,20,913,1,"[""3650"",""3651"",""3652"",""3649""]",3649,true,106,"[""3649"",""3650"",""3651""]",5,5
228,20,919,2,"[""3674"",""3676"",""3673"",""3675""]",3675,false,33,"[""3675""]",10,0
229,20,923,3,"[""3692"",""3689"",""3690"",""3691""]",3689,true,37,"[""3689""]",10,10
230,20,928,4,"[""3711"",""3709"",""3712"",""3710""]",3709,true,83,"[""3709""]",10,10
231,20,936,5,"[""3743"",""3744"",""3742"",""3741""]",3742,false,27,"[""3742""]",15,0
232,20,932,6,"[""3725"",""3727"",""3728"",""3726""]",3726,false,90,"[""3726""]",10,0
233,20,926,7,"[""3701"",""3704"",""3703"",""3702""]",3701,true,116,"[""3701""]",10,10
234,20,930,8,"[""3717"",""3720"",""3719"",""3718""]",3719,false,29,"[""3719""]",10,0
235,20,922,9,"[""3688"",""3687"",""3685"",""3686""]",3685,true,31,"[""3685""]",10,10
236,20,918,10,"[""3672"",""3671"",""3669"",""3670""]",3670,false,30,"[""3670""]",10,0
237,20,921,11,"[""3682"",""3683"",""3684"",""3681""]",3684,false,46,"[""3684""]",10,0
238,21,935,0,"[""3737"",""3739"",""3740"",""3738""]",3740,false,87,"[""3740""]",15,0
239,21,911,1,"[""3643"",""3642"",""3641"",""3644""]",3641,true,77,"[""3641"",""3642"",""3643""]",5,5
240,21,932,2,"[""3727"",""3725"",""3726"",""3728""]",3727,false,108,"[""3727""]",10,0
241,21,933,3,"[""3730"",""3729"",""3731"",""3732""]",3729,true,73,"[""3729""]",15,15
242,21,934,4,"[""3735"",""3733"",""3736"",""3734""]",3734,false,119,"[""3734""]",15,0
243,21,931,5,"[""3724"",""3723"",""3721"",""3722""]",3724,false,42,"[""3724""]",10,0
244,21,926,6,"[""3702"",""3701"",""3704"",""3703""]",3701,true,72,"[""3701""]",10,10
245,21,922,7,"[""3686"",""3687"",""3688"",""3685""]",3685,true,75,"[""3685""]",10,10
246,21,930,8,"[""3717"",""3718"",""3719"",""3720""]",3719,false,26,"[""3719""]",10,0
247,21,938,9,"[""3749"",""3750"",""3752"",""3751""]",3752,false,79,"[""3752""]",15,0
248,21,920,10,"[""3679"",""3677"",""3678"",""3680""]",3680,false,93,"[""3680""]",10,0
249,21,940,11,"[""3757"",""3760"",""3758"",""3759""]",3757,true,82,"[""3757""]",15,15
250,21,912,12,"[""3646"",""3647"",""3648"",""3645""]",3645,true,25,"[""3645"",""3646"",""3647""]",5,5
251,21,913,13,"[""3652"",""3649"",""3651"",""3650""]",3649,true,33,"[""3649"",""3650"",""3651""]",5,5
252,22,916,0,"[""3663"",""3664"",""3662"",""3661""]",3664,false,65,"[""3664""]",5,0
253,22,913,1,"[""3652"",""3649"",""3651"",""3650""]",3652,false,109,"[""3652""]",5,0
254,22,932,2,"[""3727"",""3728"",""3725"",""3726""]",3725,true,31,"[""3725""]",10,10
255,22,937,3,"[""3746"",""3745"",""3748"",""3747""]",3745,true,90,"[""3745""]",15,15
256,22,931,4,"[""3723"",""3722"",""3724"",""3721""]",3724,false,38,"[""3724""]",10,0
257,22,923,5,"[""3689"",""3690"",""3691"",""3692""]",3689,true,56,"[""3689""]",10,10
258,22,935,6,"[""3739"",""3738"",""3740"",""3737""]",3739,false,35,"[""3739""]",15,0
259,22,938,7,"[""3750"",""3752"",""3751"",""3749""]",3749,true,66,"[""3749""]",15,15
260,22,927,8,"[""3708"",""3707"",""3705"",""3706""]",3705,true,38,"[""3705""]",10,10
261,22,933,9,"[""3732"",""3730"",""3729"",""3731""]",3729,true,44,"[""3729""]",15,15
262,22,910,10,"[""3640"",""3638"",""3639"",""3637""]",3637,true,114,"[""3637"",""3638"",""3639""]",5,5
263,23,739,0,"[""2956"",""2953"",""2955"",""2954""]",2953,true,21,"[""2953"",""2954"",""2955""]",5,5
