id,session_id,question_id,question_order,randomized_option_order,selected_answer_option_id,selected_option_ids,is_correct,confidence_level,response_time_seconds,max_score,earned_score,status,answered_at,created_at,updated_at
17,3,1901,2,"[""7602"",""7604"",""7603"",""7601""]",7604,"[""7604""]",false,medium,67,3,0,answered,"""2026-06-02T08:39:56.000Z""","""2026-06-02T08:21:56.000Z""","""2026-06-02T08:39:56.000Z"""
18,3,1891,3,"[""7561"",""7563"",""7562"",""7564""]",7561,"[""7561""]",true,medium,13,2,2,answered,"""2026-06-02T08:39:56.000Z""","""2026-06-02T08:21:56.000Z""","""2026-06-02T08:39:56.000Z"""
19,3,1881,4,"[""7521"",""7522"",""7523"",""7524""]",7524,"[""7524""]",false,low,37,1,0,answered,"""2026-06-02T08:39:56.000Z""","""2026-06-02T08:21:56.000Z""","""2026-06-02T08:39:56.000Z"""
20,3,1912,5,"[""7646"",""7645"",""7647"",""7648""]",7648,"[""7648""]",false,low,78,2,0,answered,"""2026-06-02T08:39:56.000Z""","""2026-06-02T08:21:56.000Z""","""2026-06-02T08:39:56.000Z"""
21,3,1904,6,"[""7613"",""7614"",""7615"",""7616""]",7616,"[""7616""]",false,medium,66,3,0,answered,"""2026-06-02T08:39:56.000Z""","""2026-06-02T08:21:56.000Z""","""2026-06-02T08:39:56.000Z"""
22,4,4210,0,"[""16837"",""16838"",""16840"",""16839""]",16839,"[""16839""]",false,low,38,2,0,answered,"""2026-05-19T19:11:16.000Z""","""2026-05-19T19:02:16.000Z""","""2026-05-19T19:11:16.000Z"""
23,4,4218,1,"[""16872"",""16869"",""16870"",""16871""]",16870,"[""16870""]",false,medium,47,3,0,answered,"""2026-05-19T19:11:16.000Z""","""2026-05-19T19:02:16.000Z""","""2026-05-19T19:11:16.000Z"""
24,4,4215,2,"[""16859"",""16857"",""16860"",""16858""]",16858,"[""16858""]",false,medium,53,2,0,answered,"""2026-05-19T19:11:16.000Z""","""2026-05-19T19:02:16.000Z""","""2026-05-19T19:11:16.000Z"""
25,4,4208,3,"[""16832"",""16829"",""16831"",""16830""]",16829,"[""16829""]",true,medium,66,2,2,answered,"""2026-05-19T19:11:16.000Z""","""2026-05-19T19:02:16.000Z""","""2026-05-19T19:11:16.000Z"""
26,4,4199,4,"[""16795"",""16793"",""16796"",""16794""]",16796,"[""16796""]",false,low,65,1,0,answered,"""2026-05-19T19:11:16.000Z""","""2026-05-19T19:02:16.000Z""","""2026-05-19T19:11:16.000Z"""
27,4,4212,5,"[""16845"",""16848"",""16846"",""16847""]",16847,"[""16847""]",false,medium,33,2,0,answered,"""2026-05-19T19:11:16.000Z""","""2026-05-19T19:02:16.000Z""","""2026-05-19T19:11:16.000Z"""
28,4,4217,6,"[""16865"",""16867"",""16866"",""16868""]",16867,"[""16867""]",false,medium,43,3,0,answered,"""2026-05-19T19:11:16.000Z""","""2026-05-19T19:02:16.000Z""","""2026-05-19T19:11:16.000Z"""
29,5,1352,0,"[""5406"",""5408"",""5405"",""5407""]",5405,"[""5405""]",true,high,13,2,2,answered,"""2026-05-06T19:32:21.000Z""","""2026-05-06T19:21:21.000Z""","""2026-05-06T19:32:21.000Z"""
30,5,1367,1,"[""5468"",""5467"",""5465"",""5466""]",5465,"[""5465""]",true,high,34,2,2,answered,"""2026-05-06T19:32:21.000Z""","""2026-05-06T19:21:21.000Z""","""2026-05-06T19:32:21.000Z"""
31,5,1356,2,"[""5422"",""5421"",""5424"",""5423""]",5422,"[""5422""]",false,low,37,3,0,answered,"""2026-05-06T19:32:21.000Z""","""2026-05-06T19:21:21.000Z""","""2026-05-06T19:32:21.000Z"""
32,5,1371,3,"[""5484"",""5482"",""5481"",""5483""]",5481,"[""5481""]",true,medium,49,3,3,answered,"""2026-05-06T19:32:21.000Z""","""2026-05-06T19:21:21.000Z""","""2026-05-06T19:32:21.000Z"""
33,5,1355,4,"[""5417"",""5419"",""5420"",""5418""]",5418,"[""5418""]",false,medium,42,2,0,answered,"""2026-05-06T19:32:21.000Z""","""2026-05-06T19:21:21.000Z""","""2026-05-06T19:32:21.000Z"""
34,5,1349,5,"[""5394"",""5395"",""5393"",""5396""]",5393,"[""5393""]",true,high,61,2,2,answered,"""2026-05-06T19:32:21.000Z""","""2026-05-06T19:21:21.000Z""","""2026-05-06T19:32:21.000Z"""
35,6,8085,0,"[""32339"",""32338"",""32340"",""32337""]",32340,"[""32340""]",false,medium,78,3,0,answered,"""2026-05-29T12:02:34.000Z""","""2026-05-29T11:46:34.000Z""","""2026-05-29T12:02:34.000Z"""
36,6,8061,1,"[""32242"",""32243"",""32244"",""32241""]",32241,"[""32241"",""32242"",""32243""]",true,high,17,1,1,answered,"""2026-05-29T12:02:34.000Z""","""2026-05-29T11:46:34.000Z""","""2026-05-29T12:02:34.000Z"""
37,6,8060,2,"[""32238"",""32239"",""32240"",""32237""]",32237,"[""32237"",""32238"",""32239""]",true,high,19,1,1,answered,"""2026-05-29T12:02:34.000Z""","""2026-05-29T11:46:34.000Z""","""2026-05-29T12:02:34.000Z"""
38,6,8081,3,"[""32324"",""32323"",""32321"",""32322""]",32323,"[""32323""]",false,medium,34,3,0,answered,"""2026-05-29T12:02:34.000Z""","""2026-05-29T11:46:34.000Z""","""2026-05-29T12:02:34.000Z"""
39,6,8080,4,"[""32317"",""32320"",""32319"",""32318""]",32317,"[""32317""]",true,medium,65,3,3,answered,"""2026-05-29T12:02:34.000Z""","""2026-05-29T11:46:34.000Z""","""2026-05-29T12:02:34.000Z"""
40,6,8058,5,"[""32232"",""32229"",""32231"",""32230""]",32229,"[""32229"",""32230"",""32231""]",true,high,72,1,1,answered,"""2026-05-29T12:02:34.000Z""","""2026-05-29T11:46:34.000Z""","""2026-05-29T12:02:34.000Z"""
41,6,8063,6,"[""32252"",""32250"",""32249"",""32251""]",32249,"[""32249"",""32250"",""32251""]",true,high,71,1,1,answered,"""2026-05-29T12:02:34.000Z""","""2026-05-29T11:46:34.000Z""","""2026-05-29T12:02:34.000Z"""
42,6,8059,7,"[""32234"",""32233"",""32235"",""32236""]",32233,"[""32233"",""32234"",""32235""]",true,medium,39,1,1,answered,"""2026-05-29T12:02:34.000Z""","""2026-05-29T11:46:34.000Z""","""2026-05-29T12:02:34.000Z"""
43,7,3925,0,"[""15698"",""15700"",""15699"",""15697""]",15697,"[""15697""]",true,medium,44,2,2,answered,"""2026-05-30T20:55:01.000Z""","""2026-05-30T20:33:01.000Z""","""2026-05-30T20:55:01.000Z"""
44,7,3921,1,"[""15681"",""15682"",""15683"",""15684""]",15682,"[""15682""]",false,medium,35,2,0,answered,"""2026-05-30T20:55:01.000Z""","""2026-05-30T20:33:01.000Z""","""2026-05-30T20:55:01.000Z"""
45,7,3915,2,"[""15660"",""15659"",""15657"",""15658""]",15657,"[""15657""]",true,high,58,2,2,answered,"""2026-05-30T20:55:01.000Z""","""2026-05-30T20:33:01.000Z""","""2026-05-30T20:55:01.000Z"""
46,7,3918,3,"[""15669"",""15672"",""15671"",""15670""]",15669,"[""15669""]",true,high,29,2,2,answered,"""2026-05-30T20:55:01.000Z""","""2026-05-30T20:33:01.000Z""","""2026-05-30T20:55:01.000Z"""
47,7,3937,4,"[""15748"",""15747"",""15745"",""15746""]",15747,"[""15747""]",false,medium,11,3,0,answered,"""2026-05-30T20:55:01.000Z""","""2026-05-30T20:33:01.000Z""","""2026-05-30T20:55:01.000Z"""
48,7,3920,5,"[""15680"",""15678"",""15677"",""15679""]",15677,"[""15677""]",true,medium,74,2,2,answered,"""2026-05-30T20:55:01.000Z""","""2026-05-30T20:33:01.000Z""","""2026-05-30T20:55:01.000Z"""
49,8,5474,0,"[""21893"",""21896"",""21895"",""21894""]",21893,"[""21893""]",true,high,20,3,3,answered,"""2026-05-31T14:43:17.000Z""","""2026-05-31T14:27:17.000Z""","""2026-05-31T14:43:17.000Z"""
50,8,5468,1,"[""21870"",""21871"",""21869"",""21872""]",21869,"[""21869""]",true,high,65,2,2,answered,"""2026-05-31T14:43:17.000Z""","""2026-05-31T14:27:17.000Z""","""2026-05-31T14:43:17.000Z"""
51,8,5490,2,"[""21960"",""21958"",""21957"",""21959""]",21960,"[""21960""]",false,medium,31,3,0,answered,"""2026-05-31T14:43:17.000Z""","""2026-05-31T14:27:17.000Z""","""2026-05-31T14:43:17.000Z"""
52,8,5465,3,"[""21859"",""21860"",""21857"",""21858""]",21857,"[""21857""]",true,high,60,2,2,answered,"""2026-05-31T14:43:17.000Z""","""2026-05-31T14:27:17.000Z""","""2026-05-31T14:43:17.000Z"""
53,8,5489,4,"[""21955"",""21953"",""21954"",""21956""]",21953,"[""21953""]",true,high,17,2,2,answered,"""2026-05-31T14:43:17.000Z""","""2026-05-31T14:27:17.000Z""","""2026-05-31T14:43:17.000Z"""
54,8,5473,5,"[""21891"",""21892"",""21889"",""21890""]",21889,"[""21889""]",true,high,80,2,2,answered,"""2026-05-31T14:43:17.000Z""","""2026-05-31T14:27:17.000Z""","""2026-05-31T14:43:17.000Z"""
55,8,5466,6,"[""21864"",""21861"",""21863"",""21862""]",21862,"[""21862""]",false,low,25,3,0,answered,"""2026-05-31T14:43:17.000Z""","""2026-05-31T14:27:17.000Z""","""2026-05-31T14:43:17.000Z"""
56,8,5485,7,"[""21940"",""21937"",""21939"",""21938""]",21938,"[""21938""]",false,medium,15,2,0,answered,"""2026-05-31T14:43:17.000Z""","""2026-05-31T14:27:17.000Z""","""2026-05-31T14:43:17.000Z"""
57,9,8076,0,"[""32303"",""32304"",""32301"",""32302""]",32301,"[""32301""]",true,high,29,2,2,answered,"""2026-05-25T09:29:19.000Z""","""2026-05-25T09:04:19.000Z""","""2026-05-25T09:29:19.000Z"""
58,9,8065,1,"[""32257"",""32260"",""32258"",""32259""]",32257,"[""32257""]",true,high,50,2,2,answered,"""2026-05-25T09:29:19.000Z""","""2026-05-25T09:04:19.000Z""","""2026-05-25T09:29:19.000Z"""
59,9,8070,2,"[""32279"",""32278"",""32277"",""32280""]",32277,"[""32277""]",true,medium,21,2,2,answered,"""2026-05-25T09:29:19.000Z""","""2026-05-25T09:04:19.000Z""","""2026-05-25T09:29:19.000Z"""
60,9,8074,3,"[""32293"",""32295"",""32296"",""32294""]",32293,"[""32293""]",true,high,19,2,2,answered,"""2026-05-25T09:29:19.000Z""","""2026-05-25T09:04:19.000Z""","""2026-05-25T09:29:19.000Z"""
61,9,8077,4,"[""32306"",""32305"",""32308"",""32307""]",32305,"[""32305""]",true,high,53,2,2,answered,"""2026-05-25T09:29:19.000Z""","""2026-05-25T09:04:19.000Z""","""2026-05-25T09:29:19.000Z"""
62,9,8082,5,"[""32326"",""32328"",""32327"",""32325""]",32325,"[""32325""]",true,high,25,3,3,answered,"""2026-05-25T09:29:19.000Z""","""2026-05-25T09:04:19.000Z""","""2026-05-25T09:29:19.000Z"""
63,9,8063,6,"[""32251"",""32249"",""32252"",""32250""]",32249,"[""32249"",""32250"",""32251""]",true,high,66,1,1,answered,"""2026-05-25T09:29:19.000Z""","""2026-05-25T09:04:19.000Z""","""2026-05-25T09:29:19.000Z"""
64,9,8084,7,"[""32333"",""32335"",""32334"",""32336""]",32334,"[""32334""]",false,medium,85,3,0,answered,"""2026-05-25T09:29:19.000Z""","""2026-05-25T09:04:19.000Z""","""2026-05-25T09:29:19.000Z"""
65,9,8057,8,"[""32228"",""32226"",""32227"",""32225""]",32225,"[""32225"",""32226"",""32227""]",true,high,57,1,1,answered,"""2026-05-25T09:29:19.000Z""","""2026-05-25T09:04:19.000Z""","""2026-05-25T09:29:19.000Z"""
66,9,8079,9,"[""32313"",""32315"",""32314"",""32316""]",32315,"[""32315""]",false,low,11,2,0,answered,"""2026-05-25T09:29:19.000Z""","""2026-05-25T09:04:19.000Z""","""2026-05-25T09:29:19.000Z"""
67,10,6946,0,"[""27782"",""27781"",""27784"",""27783""]",27782,"[""27782""]",false,low,43,2,0,answered,"""2026-05-11T21:01:50.000Z""","""2026-05-11T20:38:50.000Z""","""2026-05-11T21:01:50.000Z"""
68,10,6948,1,"[""27792"",""27790"",""27791"",""27789""]",27792,"[""27792""]",false,low,67,2,0,answered,"""2026-05-11T21:01:50.000Z""","""2026-05-11T20:38:50.000Z""","""2026-05-11T21:01:50.000Z"""
69,10,6938,2,"[""27750"",""27749"",""27752"",""27751""]",27749,"[""27749"",""27750"",""27751""]",true,high,41,1,1,answered,"""2026-05-11T21:01:50.000Z""","""2026-05-11T20:38:50.000Z""","""2026-05-11T21:01:50.000Z"""
70,10,6944,3,"[""27774"",""27775"",""27776"",""27773""]",27773,"[""27773""]",true,high,33,2,2,answered,"""2026-05-11T21:01:50.000Z""","""2026-05-11T20:38:50.000Z""","""2026-05-11T21:01:50.000Z"""
71,10,6961,4,"[""27841"",""27844"",""27843"",""27842""]",27844,"[""27844""]",false,low,26,3,0,answered,"""2026-05-11T21:01:50.000Z""","""2026-05-11T20:38:50.000Z""","""2026-05-11T21:01:50.000Z"""
72,10,6933,5,"[""27730"",""27731"",""27729"",""27732""]",27729,"[""27729"",""27730"",""27731""]",true,high,54,1,1,answered,"""2026-05-11T21:01:50.000Z""","""2026-05-11T20:38:50.000Z""","""2026-05-11T21:01:50.000Z"""
73,10,6943,6,"[""27771"",""27770"",""27772"",""27769""]",27769,"[""27769""]",true,high,23,2,2,answered,"""2026-05-11T21:01:50.000Z""","""2026-05-11T20:38:50.000Z""","""2026-05-11T21:01:50.000Z"""
74,10,6957,7,"[""27825"",""27827"",""27826"",""27828""]",27827,"[""27827""]",false,medium,86,3,0,answered,"""2026-05-11T21:01:50.000Z""","""2026-05-11T20:38:50.000Z""","""2026-05-11T21:01:50.000Z"""
75,10,6962,8,"[""27846"",""27847"",""27845"",""27848""]",27845,"[""27845""]",true,medium,90,3,3,answered,"""2026-05-11T21:01:50.000Z""","""2026-05-11T20:38:50.000Z""","""2026-05-11T21:01:50.000Z"""
76,10,6945,9,"[""27780"",""27779"",""27778"",""27777""]",27777,"[""27777""]",true,high,51,2,2,answered,"""2026-05-11T21:01:50.000Z""","""2026-05-11T20:38:50.000Z""","""2026-05-11T21:01:50.000Z"""
77,11,479,0,"[""1915"",""1916"",""1913"",""1914""]",1916,"[""1916""]",false,medium,62,2,0,answered,"""2026-05-06T16:11:57.000Z""","""2026-05-06T16:02:57.000Z""","""2026-05-06T16:11:57.000Z"""
78,11,471,1,"[""1884"",""1882"",""1883"",""1881""]",1883,"[""1883""]",false,low,39,2,0,answered,"""2026-05-06T16:11:57.000Z""","""2026-05-06T16:02:57.000Z""","""2026-05-06T16:11:57.000Z"""
79,11,4252,2,"[""17007"",""17008"",""17006"",""17005""]",17005,"[""17005""]",true,medium,89,3,3,answered,"""2026-05-06T16:11:57.000Z""","""2026-05-06T16:02:57.000Z""","""2026-05-06T16:11:57.000Z"""
80,11,4235,3,"[""16937"",""16938"",""16940"",""16939""]",16937,"[""16937""]",true,high,67,2,2,answered,"""2026-05-06T16:11:57.000Z""","""2026-05-06T16:02:57.000Z""","""2026-05-06T16:11:57.000Z"""
81,11,4246,4,"[""16982"",""16984"",""16981"",""16983""]",16981,"[""16981""]",true,medium,22,2,2,answered,"""2026-05-06T16:11:57.000Z""","""2026-05-06T16:02:57.000Z""","""2026-05-06T16:11:57.000Z"""
82,11,503,5,"[""2009"",""2010"",""2011"",""2012""]",2009,"[""2009""]",true,high,36,2,2,answered,"""2026-05-06T16:11:57.000Z""","""2026-05-06T16:02:57.000Z""","""2026-05-06T16:11:57.000Z"""
83,11,491,6,"[""1964"",""1962"",""1961"",""1963""]",1961,"[""1961""]",true,medium,46,2,2,answered,"""2026-05-06T16:11:57.000Z""","""2026-05-06T16:02:57.000Z""","""2026-05-06T16:11:57.000Z"""
84,11,4230,7,"[""16919"",""16920"",""16917"",""16918""]",16917,"[""16917"",""16918"",""16920""]",true,high,83,1,1,answered,"""2026-05-06T16:11:57.000Z""","""2026-05-06T16:02:57.000Z""","""2026-05-06T16:11:57.000Z"""
85,12,3526,0,"[""14101"",""14104"",""14102"",""14103""]",14103,"[""14103""]",false,medium,39,1,0,answered,"""2026-06-18T19:43:20.000Z""","""2026-06-18T19:28:20.000Z""","""2026-06-18T19:43:20.000Z"""
86,12,3528,1,"[""14110"",""14111"",""14109"",""14112""]",14109,"[""14109""]",true,medium,69,2,2,answered,"""2026-06-18T19:43:20.000Z""","""2026-06-18T19:28:20.000Z""","""2026-06-18T19:43:20.000Z"""
87,12,3542,2,"[""14168"",""14165"",""14166"",""14167""]",14165,"[""14165"",""14166""]",true,high,90,1,1,answered,"""2026-06-18T19:43:20.000Z""","""2026-06-18T19:28:20.000Z""","""2026-06-18T19:43:20.000Z"""
88,12,3539,3,"[""14156"",""14154"",""14155"",""14153""]",14153,"[""14153""]",true,high,16,2,2,answered,"""2026-06-18T19:43:20.000Z""","""2026-06-18T19:28:20.000Z""","""2026-06-18T19:43:20.000Z"""
89,12,3532,4,"[""14127"",""14126"",""14125"",""14128""]",14125,"[""14125""]",true,high,13,2,2,answered,"""2026-06-18T19:43:20.000Z""","""2026-06-18T19:28:20.000Z""","""2026-06-18T19:43:20.000Z"""
90,12,3533,5,"[""14129"",""14132"",""14130"",""14131""]",14129,"[""14129""]",true,high,15,3,3,answered,"""2026-06-18T19:43:20.000Z""","""2026-06-18T19:28:20.000Z""","""2026-06-18T19:43:20.000Z"""
91,13,6800,0,"[""27199"",""27197"",""27200"",""27198""]",27199,"[""27199""]",false,medium,24,3,0,answered,"""2026-06-19T18:05:25.000Z""","""2026-06-19T17:48:25.000Z""","""2026-06-19T18:05:25.000Z"""
92,13,6786,1,"[""27143"",""27141"",""27142"",""27144""]",27141,"[""27141""]",true,medium,11,2,2,answered,"""2026-06-19T18:05:25.000Z""","""2026-06-19T17:48:25.000Z""","""2026-06-19T18:05:25.000Z"""
93,13,6806,2,"[""27224"",""27222"",""27223"",""27221""]",27223,"[""27223""]",false,low,31,3,0,answered,"""2026-06-19T18:05:25.000Z""","""2026-06-19T17:48:25.000Z""","""2026-06-19T18:05:25.000Z"""
94,13,6805,3,"[""27218"",""27220"",""27217"",""27219""]",27217,"[""27217""]",true,high,58,3,3,answered,"""2026-06-19T18:05:25.000Z""","""2026-06-19T17:48:25.000Z""","""2026-06-19T18:05:25.000Z"""
95,13,6802,4,"[""27206"",""27205"",""27208"",""27207""]",27205,"[""27205""]",true,high,44,3,3,answered,"""2026-06-19T18:05:25.000Z""","""2026-06-19T17:48:25.000Z""","""2026-06-19T18:05:25.000Z"""
96,13,6797,5,"[""27188"",""27185"",""27187"",""27186""]",27185,"[""27185""]",true,high,88,2,2,answered,"""2026-06-19T18:05:25.000Z""","""2026-06-19T17:48:25.000Z""","""2026-06-19T18:05:25.000Z"""
97,13,6777,6,"[""27108"",""27106"",""27107"",""27105""]",27108,"[""27108""]",false,medium,27,1,0,answered,"""2026-06-19T18:05:25.000Z""","""2026-06-19T17:48:25.000Z""","""2026-06-19T18:05:25.000Z"""
98,13,6793,7,"[""27171"",""27169"",""27170"",""27172""]",27169,"[""27169""]",true,high,35,2,2,answered,"""2026-06-19T18:05:25.000Z""","""2026-06-19T17:48:25.000Z""","""2026-06-19T18:05:25.000Z"""
99,13,6795,8,"[""27178"",""27179"",""27177"",""27180""]",27177,"[""27177""]",true,high,51,2,2,answered,"""2026-06-19T18:05:25.000Z""","""2026-06-19T17:48:25.000Z""","""2026-06-19T18:05:25.000Z"""
100,14,3522,0,"[""14088"",""14085"",""14086"",""14087""]",14088,"[""14088""]",false,medium,36,1,0,answered,"""2026-06-20T20:33:10.000Z""","""2026-06-20T20:14:10.000Z""","""2026-06-20T20:33:10.000Z"""
101,14,3526,1,"[""14101"",""14102"",""14103"",""14104""]",14101,"[""14101"",""14102""]",true,medium,42,1,1,answered,"""2026-06-20T20:33:10.000Z""","""2026-06-20T20:14:10.000Z""","""2026-06-20T20:33:10.000Z"""
102,14,3531,2,"[""14123"",""14121"",""14122"",""14124""]",14121,"[""14121""]",true,medium,70,2,2,answered,"""2026-06-20T20:33:10.000Z""","""2026-06-20T20:14:10.000Z""","""2026-06-20T20:33:10.000Z"""
103,14,3535,3,"[""14139"",""14140"",""14137"",""14138""]",14137,"[""14137""]",true,high,26,2,2,answered,"""2026-06-20T20:33:10.000Z""","""2026-06-20T20:14:10.000Z""","""2026-06-20T20:33:10.000Z"""
104,14,3546,4,"[""14181"",""14184"",""14182"",""14183""]",14183,"[""14183""]",false,low,62,1,0,answered,"""2026-06-20T20:33:10.000Z""","""2026-06-20T20:14:10.000Z""","""2026-06-20T20:33:10.000Z"""
105,14,3536,5,"[""14142"",""14144"",""14143"",""14141""]",14141,"[""14141""]",true,high,35,2,2,answered,"""2026-06-20T20:33:10.000Z""","""2026-06-20T20:14:10.000Z""","""2026-06-20T20:33:10.000Z"""
106,15,5042,0,"[""20165"",""20168"",""20167"",""20166""]",20165,"[""20165""]",true,high,12,2,2,answered,"""2026-05-07T15:53:52.000Z""","""2026-05-07T15:37:52.000Z""","""2026-05-07T15:53:52.000Z"""
107,15,5053,1,"[""20212"",""20211"",""20209"",""20210""]",20212,"[""20212""]",false,medium,32,2,0,answered,"""2026-05-07T15:53:52.000Z""","""2026-05-07T15:37:52.000Z""","""2026-05-07T15:53:52.000Z"""
108,15,5057,2,"[""20226"",""20227"",""20228"",""20225""]",20228,"[""20228""]",false,medium,49,2,0,answered,"""2026-05-07T15:53:52.000Z""","""2026-05-07T15:37:52.000Z""","""2026-05-07T15:53:52.000Z"""
109,15,5050,3,"[""20198"",""20199"",""20197"",""20200""]",20197,"[""20197""]",true,high,62,2,2,answered,"""2026-05-07T15:53:52.000Z""","""2026-05-07T15:37:52.000Z""","""2026-05-07T15:53:52.000Z"""
110,15,5055,4,"[""20217"",""20219"",""20218"",""20220""]",20217,"[""20217""]",true,medium,28,3,3,answered,"""2026-05-07T15:53:52.000Z""","""2026-05-07T15:37:52.000Z""","""2026-05-07T15:53:52.000Z"""
111,15,5029,5,"[""20115"",""20116"",""20113"",""20114""]",20113,"[""20113""]",true,high,43,2,2,answered,"""2026-05-07T15:53:52.000Z""","""2026-05-07T15:37:52.000Z""","""2026-05-07T15:53:52.000Z"""
112,16,920,0,"[""3680"",""3679"",""3678"",""3677""]",3679,"[""3679""]",false,medium,69,2,0,answered,"""2026-05-01T17:12:27.000Z""","""2026-05-01T16:57:27.000Z""","""2026-05-01T17:12:27.000Z"""
113,16,933,1,"[""3732"",""3729"",""3730"",""3731""]",3729,"[""3729""]",true,medium,84,3,3,answered,"""2026-05-01T17:12:27.000Z""","""2026-05-01T16:57:27.000Z""","""2026-05-01T17:12:27.000Z"""
114,16,932,2,"[""3726"",""3728"",""3727"",""3725""]",3728,"[""3728""]",false,low,29,2,0,answered,"""2026-05-01T17:12:27.000Z""","""2026-05-01T16:57:27.000Z""","""2026-05-01T17:12:27.000Z"""
115,16,918,3,"[""3671"",""3672"",""3670"",""3669""]",3671,"[""3671""]",false,medium,12,2,0,answered,"""2026-05-01T17:12:27.000Z""","""2026-05-01T16:57:27.000Z""","""2026-05-01T17:12:27.000Z"""
116,16,934,4,"[""3735"",""3734"",""3733"",""3736""]",3733,"[""3733""]",true,high,34,3,3,answered,"""2026-05-01T17:12:27.000Z""","""2026-05-01T16:57:27.000Z""","""2026-05-01T17:12:27.000Z"""
117,16,910,5,"[""3640"",""3638"",""3639"",""3637""]",3637,"[""3637"",""3638"",""3639""]",true,high,75,1,1,answered,"""2026-05-01T17:12:27.000Z""","""2026-05-01T16:57:27.000Z""","""2026-05-01T17:12:27.000Z"""
118,16,914,6,"[""3655"",""3656"",""3653"",""3654""]",3656,"[""3656""]",false,low,65,1,0,answered,"""2026-05-01T17:12:27.000Z""","""2026-05-01T16:57:27.000Z""","""2026-05-01T17:12:27.000Z"""
